Name,Techland,Startech,Ultratech
Western Digital Blue 7200RPM 1TB,https://www.techlandbd.com/western-digital-blue-1tb-sata-desktop-hard-drive?search=western%20digital%20blue,,https://www.ultratech.com.bd/western-digital-1tb-blue-desktop-hdd
Western DIgital Blue 7200RPM 2TB,,https://www.startech.com.bd/western-digital-2tb-blue-7200rpm-hdd,https://www.ultratech.com.bd/western-digital-2tb-blue-7200rpm-desktop-hdd
