Name,Techland,Startech,Ultratech
Corsair RM750e,https://www.techlandbd.com/corsair-rm750e-power-supply,https://www.startech.com.bd/corsair-rme-series-rm750e-750w-power-supply,https://www.ultratech.com.bd/corsair-rm750e-750w-80-plus-gold-power-supply
