Name,Techland,Startech,Ultratech
Corsair 4000D Airflow (Black),https://www.techlandbd.com/corsair-obsidian-4000d-airflow-mid-tower-case,https://www.startech.com.bd/corsair-4000d-airflow-casing,https://www.ultratech.com.bd/corsair-4000d-airflow-mid-tower-case-black
Montech Air 903 Max,https://www.techlandbd.com/montech-air-903-max-mid-tower-desktop-case,,https://www.ultratech.com.bd/montech-air-903-max-black-case
