Name,Techland,Startech,Ultratech
Team MP44L 1TB,https://www.techlandbd.com/team-mp44l-1tb-nvme-ssd,https://www.startech.com.bd/team-mp44l-1tb-nvme-ssd,https://www.ultratech.com.bd/team-mp44l-1tb-m2-pcie-gen4-nvme-ssd
