Name,Techland,Startech,Ultratech
Kingston Fury Beast 16GB,https://www.techlandbd.com/kingston-fury-beast-16gb-6000mhz-ddr5-desktop-ram,https://www.startech.com.bd/kingston-fury-beast-16gb-6000mhz-cl30-ddr5-ram,https://www.ultratech.com.bd/kingston-fury-beast-16gb-6000mhz-ddr5-cl40
